produit,quantite,prix,region
Téléphone,2,1066.39,Est
Clavier,9,1146.12,Centre
Téléphone,1,102.55,Est
Téléphone,6,682.77,Sud
Imprimante,3,1417.66,Nord
Téléphone,1,503.8,Centre
Ordinateur,8,335.59,Est
Scanner,6,805.88,Centre
Imprimante,4,703.83,Nord
Téléphone,3,368.29,Sud
Ordinateur,2,378.82,Ouest
Scanner,5,1045.72,Nord
Imprimante,8,518.23,Sud
Ordinateur,8,1479.74,Nord
Téléphone,3,470.21,Ouest
Clavier,9,844.44,Ouest
Clavier,5,156.03,Centre
Imprimante,7,831.3,Sud
Ordinateur,9,717.88,Nord
Scanner,7,556.55,Ouest
Ordinateur,3,672.96,Sud
Clavier,2,308.78,Ouest
Imprimante,7,1239.33,Centre
Téléphone,8,1386.6,Est
Ordinateur,4,1264.37,Sud
Clavier,1,1217.06,Ouest
Scanner,6,845.16,Nord
Imprimante,9,533.79,Centre
Téléphone,4,299.31,Centre
Ordinateur,3,1238.63,Nord
Scanner,6,113.02,Est
Téléphone,6,312.47,Centre
Clavier,4,632.51,Centre
Clavier,7,332.2,Sud
Scanner,2,895.34,Nord
Clavier,1,1100.04,Centre
Imprimante,6,1368.18,Nord
Scanner,3,355.14,Est
Clavier,3,455.44,Sud
Ordinateur,1,1089.26,Centre
Clavier,2,364.71,Ouest
Imprimante,3,606.54,Est
Téléphone,1,1142.52,Ouest
Téléphone,8,594.97,Est
Clavier,6,262.15,Nord
Téléphone,9,440.72,Nord
Clavier,1,167.25,Nord
Imprimante,4,1027.55,Ouest
Téléphone,4,116.45,Sud
Ordinateur,5,882.38,Centre
Clavier,2,1427.57,Sud
Téléphone,1,1296.82,Ouest
Imprimante,9,155.76,Centre
Imprimante,5,1086.0,Nord
Ordinateur,8,1050.64,Centre
Imprimante,3,482.66,Est
Imprimante,4,208.52,Nord
Téléphone,4,1288.41,Sud
Clavier,6,853.74,Ouest
Scanner,4,1062.7,Est
Imprimante,5,713.82,Est
Imprimante,5,372.42,Centre
Scanner,8,427.51,Centre
Imprimante,9,825.5,Est
Téléphone,8,390.09,Centre
Téléphone,5,628.08,Ouest
Scanner,6,157.89,Sud
Imprimante,4,1493.48,Est
Imprimante,2,944.19,Ouest
Clavier,5,261.78,Centre
Imprimante,1,238.66,Ouest
Téléphone,1,750.76,Est
Ordinateur,1,85.91,Est
Ordinateur,4,647.45,Est
Ordinateur,5,1420.13,Ouest
Ordinateur,4,1243.87,Sud
Imprimante,6,1398.44,Centre
Imprimante,2,211.11,Est
Clavier,5,587.68,Est
Imprimante,6,854.75,Centre
Ordinateur,5,1094.39,Ouest
Scanner,6,619.06,Sud
Scanner,8,512.48,Nord
Téléphone,2,492.34,Centre
Téléphone,7,1194.71,Sud
Imprimante,6,603.64,Est
Scanner,8,73.65,Est
Ordinateur,9,1166.81,Centre
Ordinateur,8,283.94,Centre
Ordinateur,5,960.91,Est
Imprimante,4,92.72,Centre
Imprimante,3,611.13,Sud
Clavier,9,711.1,Nord
Ordinateur,7,1460.97,Nord
Ordinateur,1,177.85,Est
Imprimante,3,1139.7,Nord
Imprimante,3,1448.89,Nord
Clavier,6,451.52,Est
Clavier,2,377.19,Ouest
Téléphone,4,1430.5,Centre
Scanner,2,759.86,Est
Ordinateur,5,1242.75,Nord
Ordinateur,4,1202.21,Ouest
Clavier,4,522.7,Centre
Clavier,4,321.84,Centre
Téléphone,4,1069.19,Sud
Scanner,5,776.89,Centre
Téléphone,2,761.22,Est
Scanner,6,842.0,Est
Ordinateur,1,87.2,Ouest
Téléphone,2,57.35,Sud
Clavier,3,505.47,Sud
Téléphone,2,519.34,Nord
Téléphone,3,1092.16,Sud
Ordinateur,8,522.22,Nord
Clavier,3,571.35,Sud
Clavier,1,846.84,Est
Imprimante,8,907.83,Nord
Imprimante,8,533.27,Est
Imprimante,7,859.25,Sud
Ordinateur,4,945.84,Est
Téléphone,5,428.8,Nord
Clavier,6,391.83,Est
Clavier,6,1341.13,Centre
Téléphone,7,988.8,Sud
Clavier,4,501.06,Est
Téléphone,8,848.61,Centre
Ordinateur,2,1075.74,Est
Ordinateur,9,82.81,Est
Ordinateur,6,1383.76,Est
Téléphone,1,1089.98,Nord
Téléphone,1,618.77,Est
Scanner,8,1401.78,Sud
Clavier,7,130.98,Ouest
Clavier,3,1143.56,Est
Scanner,8,813.12,Est
Scanner,8,1013.94,Centre
Ordinateur,7,733.52,Sud
Scanner,5,263.48,Centre
Téléphone,8,428.15,Nord
Imprimante,5,721.41,Nord
Téléphone,1,1382.32,Sud
Scanner,8,149.07,Ouest
Clavier,7,201.83,Ouest
Téléphone,7,271.43,Ouest
Clavier,2,966.58,Centre
Téléphone,3,581.14,Centre
Clavier,3,266.4,Nord
Téléphone,6,226.85,Ouest
Clavier,6,1027.53,Centre
Imprimante,3,720.76,Sud
Ordinateur,5,1315.5,Est
Téléphone,9,635.84,Centre
Imprimante,7,1000.83,Est
Ordinateur,9,1203.97,Centre
Téléphone,2,1432.83,Centre
Imprimante,1,1310.48,Ouest
Imprimante,2,1174.19,Est
Imprimante,6,648.69,Sud
Scanner,7,1475.07,Sud
Clavier,8,433.84,Sud
Ordinateur,6,1008.88,Sud
Clavier,6,239.39,Sud
Clavier,3,928.6,Nord
Clavier,9,1050.34,Ouest
Imprimante,2,180.93,Sud
Clavier,5,477.68,Centre
Scanner,3,980.21,Est
Téléphone,1,923.1,Est
Imprimante,2,1018.91,Ouest
Ordinateur,6,230.44,Sud
Téléphone,1,797.2,Nord
Téléphone,2,1395.03,Nord
Téléphone,5,1432.97,Sud
Clavier,1,233.76,Ouest
Clavier,4,1346.88,Est
Imprimante,5,885.89,Sud
Clavier,5,1141.73,Est
Clavier,5,268.44,Est
Clavier,9,1119.91,Ouest
Imprimante,9,153.06,Ouest
Imprimante,5,967.87,Ouest
Scanner,6,1018.7,Centre
Scanner,8,1013.86,Est
Scanner,7,135.05,Centre
Scanner,6,607.08,Sud
Téléphone,4,1129.37,Centre
Téléphone,3,1205.39,Nord
Scanner,4,652.49,Est
Scanner,3,284.93,Est
Ordinateur,8,774.2,Centre
Téléphone,6,992.88,Est
Ordinateur,6,1384.58,Sud
Ordinateur,1,1037.95,Ouest
Clavier,5,1242.86,Centre
Imprimante,8,433.88,Est
Téléphone,2,1258.2,Ouest
Scanner,3,937.36,Nord
Scanner,9,846.03,Nord
Imprimante,4,436.95,Centre
Téléphone,5,345.65,Ouest
Scanner,7,838.62,Nord
Scanner,5,1342.59,Centre
Clavier,2,391.3,Centre
Ordinateur,7,454.1,Nord
Scanner,6,1424.49,Est
Téléphone,9,88.58,Sud
Imprimante,2,753.81,Est
Clavier,2,816.71,Sud
Téléphone,8,1029.8,Ouest
Clavier,1,331.28,Nord
Ordinateur,8,878.55,Centre
Scanner,5,208.72,Est
Téléphone,1,437.16,Ouest
Imprimante,1,71.91,Est
Ordinateur,6,707.45,Centre
Ordinateur,2,303.91,Centre
Clavier,2,190.29,Centre
Ordinateur,1,549.25,Ouest
Téléphone,1,164.87,Ouest
Clavier,4,1013.4,Ouest
Ordinateur,5,341.26,Nord
Imprimante,4,1079.9,Nord
Téléphone,6,1267.79,Nord
Imprimante,8,1124.88,Sud
Imprimante,2,1156.13,Nord
Clavier,1,983.46,Est
Scanner,2,595.64,Est
Clavier,6,555.39,Centre
Téléphone,4,874.97,Nord
Téléphone,7,409.67,Nord
Clavier,2,549.74,Centre
Scanner,1,275.18,Sud
Clavier,5,1181.2,Est
Téléphone,9,1116.66,Nord
Scanner,6,779.72,Ouest
Téléphone,6,585.88,Centre
Scanner,1,1060.18,Est
Scanner,1,172.78,Est
Clavier,4,119.24,Sud
Clavier,2,1064.66,Centre
Clavier,3,847.59,Est
Scanner,6,1113.19,Nord
Scanner,1,455.38,Est
Téléphone,2,207.03,Est
Imprimante,4,673.44,Ouest
Clavier,6,668.7,Est
Téléphone,3,1150.62,Ouest
Téléphone,9,227.1,Centre
Ordinateur,4,1421.81,Ouest
Clavier,7,131.19,Est
Téléphone,5,503.76,Est
Ordinateur,6,1069.36,Ouest
Clavier,9,1090.32,Sud
Scanner,9,872.23,Est
Ordinateur,6,152.87,Ouest
Scanner,2,1291.72,Sud
Imprimante,9,970.36,Centre
Imprimante,2,1150.3,Est
Imprimante,2,610.03,Centre
Imprimante,2,402.89,Ouest
Téléphone,7,1094.14,Ouest
Imprimante,4,1232.5,Ouest
Téléphone,8,1228.15,Sud
Téléphone,8,1089.91,Est
Clavier,1,251.48,Sud
Téléphone,1,371.59,Centre
Téléphone,4,775.64,Sud
Imprimante,2,785.66,Est
Téléphone,3,758.38,Centre
Scanner,2,1247.76,Sud
Imprimante,9,231.8,Ouest
Ordinateur,6,1198.78,Sud
Imprimante,7,82.38,Sud
Téléphone,6,518.46,Ouest
Scanner,1,334.93,Est
Imprimante,5,813.64,Ouest
Scanner,3,809.65,Ouest
Ordinateur,8,784.49,Est
Ordinateur,7,468.79,Nord
Clavier,9,806.61,Sud
Clavier,1,1073.38,Ouest
Imprimante,2,620.97,Est
Clavier,2,1396.53,Est
Scanner,1,149.28,Nord
Clavier,8,1481.3,Centre
Scanner,4,1154.01,Sud
Clavier,7,910.11,Est
Clavier,1,344.85,Nord
Clavier,8,959.6,Sud
Téléphone,8,1213.02,Nord
Téléphone,3,417.79,Centre
Clavier,9,107.85,Ouest
Scanner,5,691.99,Sud
Imprimante,5,491.43,Est
Ordinateur,5,464.92,Ouest
Téléphone,1,1100.97,Est
Clavier,2,264.65,Ouest
Ordinateur,1,993.85,Nord
Téléphone,2,138.84,Est
Imprimante,9,1383.84,Centre
Scanner,9,899.83,Ouest
Clavier,5,1399.92,Nord
Imprimante,4,1308.42,Sud
Téléphone,2,1311.26,Centre
Clavier,6,223.64,Nord
Ordinateur,9,1059.03,Sud
Scanner,8,630.57,Ouest
Téléphone,4,715.71,Sud
Scanner,6,454.69,Sud
Clavier,9,252.77,Nord
Imprimante,4,494.16,Sud
Scanner,9,846.81,Centre
Ordinateur,8,644.54,Est
Téléphone,3,1070.64,Nord
Ordinateur,9,1266.59,Ouest
Scanner,5,355.54,Sud
Imprimante,1,131.61,Centre
Imprimante,8,1486.72,Est
Ordinateur,5,1329.84,Sud
Clavier,5,434.42,Est
Clavier,2,285.79,Est
Imprimante,9,1429.0,Sud
Ordinateur,6,387.04,Sud
Ordinateur,3,371.74,Est
Ordinateur,7,209.27,Est
Scanner,2,467.46,Sud
Clavier,7,1269.46,Centre
Clavier,2,876.25,Ouest
Scanner,5,183.38,Sud
Téléphone,9,1452.75,Sud
Scanner,9,832.27,Ouest
Ordinateur,6,654.21,Sud
Scanner,3,1187.16,Nord
Ordinateur,4,862.51,Ouest
Imprimante,4,1348.86,Centre
Ordinateur,9,1068.41,Sud
Clavier,4,1018.94,Sud
Scanner,4,539.73,Centre
Ordinateur,5,1485.23,Centre
Téléphone,6,995.29,Centre
Imprimante,8,690.72,Nord
Téléphone,1,263.89,Nord
Téléphone,5,855.68,Sud
Téléphone,9,1016.06,Ouest
Imprimante,4,588.63,Ouest
Imprimante,8,143.66,Est
Imprimante,9,1207.69,Est
Imprimante,1,998.27,Sud
Téléphone,8,1042.62,Centre
Clavier,8,405.32,Est
Clavier,5,239.52,Est
Imprimante,2,705.51,Nord
Scanner,7,399.87,Centre
Ordinateur,5,1182.41,Sud
Scanner,5,821.34,Centre
Scanner,6,241.46,Sud
Scanner,8,334.57,Sud
Clavier,1,1335.94,Nord
Ordinateur,3,965.85,Est
Scanner,7,630.81,Sud
Imprimante,9,1095.13,Sud
Clavier,2,1222.87,Sud
Imprimante,4,215.91,Sud
Imprimante,4,1270.87,Centre
Scanner,7,1422.49,Centre
Imprimante,5,180.52,Nord
Ordinateur,5,519.91,Ouest
Imprimante,7,293.51,Est
Scanner,2,673.43,Sud
Imprimante,8,369.17,Ouest
Clavier,6,575.47,Ouest
Clavier,5,400.85,Ouest
Clavier,1,55.21,Sud
Téléphone,2,77.62,Est
Clavier,6,796.61,Est
Clavier,6,794.69,Sud
Téléphone,9,102.31,Nord
Clavier,6,1064.22,Nord
Scanner,1,88.98,Ouest
Clavier,7,755.53,Sud
Clavier,3,623.06,Nord
Téléphone,8,1330.35,Centre
Scanner,6,885.87,Est
Imprimante,3,1242.51,Centre
Ordinateur,3,1497.58,Centre
Scanner,8,307.23,Nord
Imprimante,6,140.99,Est
Scanner,2,1172.99,Centre
Imprimante,3,965.81,Est
Imprimante,6,969.51,Centre
Scanner,7,508.57,Est
Téléphone,4,198.54,Sud
Scanner,8,1095.75,Nord
Scanner,3,837.84,Sud
Imprimante,6,777.17,Est
Ordinateur,7,1117.16,Nord
Imprimante,8,1483.49,Nord
Clavier,4,1123.33,Ouest
Scanner,5,1405.16,Sud
Scanner,6,627.87,Centre
Téléphone,1,1352.22,Nord
Imprimante,9,1104.65,Centre
Téléphone,3,588.93,Sud
Scanner,2,787.94,Ouest
Imprimante,7,343.47,Nord
Imprimante,4,167.94,Ouest
Clavier,4,727.78,Ouest
Clavier,9,1490.16,Est
Ordinateur,7,1312.15,Ouest
Clavier,9,74.09,Centre
Imprimante,1,1456.27,Ouest
Clavier,3,729.96,Est
Ordinateur,6,309.43,Sud
Scanner,1,1376.58,Nord
Clavier,5,1391.04,Sud
Imprimante,4,1278.03,Est
Scanner,4,950.86,Centre
Imprimante,7,393.05,Nord
Scanner,5,399.4,Centre
Imprimante,7,1450.09,Sud
Clavier,1,454.27,Nord
Clavier,9,662.61,Centre
Ordinateur,8,1141.6,Nord
Scanner,7,1244.07,Sud
Ordinateur,2,646.51,Centre
Téléphone,6,623.66,Nord
Clavier,4,567.63,Nord
Scanner,3,613.14,Centre
Ordinateur,8,1149.54,Sud
Ordinateur,4,139.82,Est
Téléphone,3,1210.23,Nord
Ordinateur,5,361.49,Centre
Imprimante,9,284.13,Centre
Clavier,3,225.12,Centre
Ordinateur,9,391.58,Est
Ordinateur,4,1259.11,Ouest
Téléphone,4,830.06,Centre
Imprimante,2,440.0,Est
Ordinateur,8,319.62,Ouest
Clavier,4,1165.83,Est
Clavier,3,782.97,Centre
Ordinateur,3,224.41,Nord
Imprimante,1,594.05,Centre
Clavier,8,695.2,Est
Clavier,5,563.23,Centre
Imprimante,5,434.52,Sud
Imprimante,4,527.11,Est
Ordinateur,5,1121.5,Est
Scanner,5,1431.92,Centre
Téléphone,9,87.47,Est
Scanner,6,958.89,Est
Scanner,9,155.54,Est
Clavier,8,343.15,Centre
Imprimante,3,839.38,Centre
Clavier,2,1201.19,Centre
Téléphone,6,681.59,Centre
Ordinateur,2,1325.23,Ouest
Téléphone,3,1087.86,Nord
Clavier,3,330.93,Centre
Clavier,1,1045.01,Est
Clavier,5,511.66,Est
Clavier,8,1161.73,Sud
Scanner,9,384.37,Centre
Ordinateur,7,259.52,Nord
Scanner,5,974.73,Ouest
Clavier,8,944.1,Nord
Imprimante,9,881.59,Sud
Scanner,9,402.63,Nord
Clavier,9,348.67,Centre
Clavier,2,1373.04,Sud
Ordinateur,3,822.36,Est
Téléphone,2,639.48,Centre
Scanner,5,1238.22,Centre
Scanner,3,123.63,Sud
Scanner,9,1030.19,Ouest
Clavier,2,263.76,Centre
Ordinateur,5,377.89,Centre
Clavier,5,977.22,Ouest
Clavier,5,455.55,Nord
Imprimante,1,1178.15,Sud
Ordinateur,7,801.94,Ouest
Scanner,2,518.32,Nord
Téléphone,2,1303.72,Ouest
Scanner,9,961.81,Centre
Clavier,1,660.83,Nord
Ordinateur,9,707.46,Nord
Ordinateur,6,439.43,Centre
Ordinateur,5,207.29,Est
Imprimante,5,488.74,Est
Scanner,5,433.25,Sud
Imprimante,6,536.76,Est
Téléphone,7,730.29,Ouest
Clavier,9,141.4,Centre
Imprimante,2,203.7,Ouest
Imprimante,4,1107.68,Nord
Clavier,5,315.93,Sud
Ordinateur,6,541.51,Ouest
Clavier,7,973.57,Est
Scanner,3,1466.57,Centre
Clavier,3,242.84,Est
Ordinateur,9,1148.18,Centre
Clavier,9,762.36,Est
Imprimante,2,185.96,Est
Téléphone,4,295.03,Sud
Imprimante,4,1056.66,Ouest
Téléphone,5,1325.22,Centre
Clavier,2,67.58,Est
Scanner,4,373.11,Est
Clavier,3,569.05,Est
Ordinateur,6,1483.76,Nord
Clavier,4,995.69,Nord
Téléphone,1,573.19,Est
Imprimante,3,342.44,Nord
Scanner,8,378.82,Ouest
Clavier,3,121.75,Sud
Clavier,7,1492.26,Ouest
Imprimante,2,1474.24,Est
Scanner,5,66.22,Ouest
Clavier,7,442.66,Ouest
Clavier,1,79.65,Est
Téléphone,1,487.52,Ouest
Téléphone,8,1356.82,Est
Ordinateur,2,1318.42,Centre
Imprimante,4,1043.17,Ouest
Scanner,3,1481.36,Sud
Clavier,5,1131.72,Nord
Clavier,2,400.06,Ouest
Ordinateur,6,1260.67,Nord
Clavier,8,786.5,Sud
Imprimante,5,780.75,Ouest
Ordinateur,7,1257.74,Nord
Imprimante,5,824.79,Ouest
Ordinateur,6,524.54,Ouest
Clavier,9,1396.68,Sud
Ordinateur,1,156.68,Nord
Téléphone,9,1003.78,Nord
Scanner,3,1188.88,Nord
Clavier,3,124.3,Est
Scanner,4,389.84,Ouest
Clavier,8,373.7,Ouest
Scanner,1,1339.44,Centre
Téléphone,4,992.95,Sud
Scanner,7,364.57,Sud
Ordinateur,3,1369.18,Est
Scanner,7,403.36,Nord
Clavier,5,1009.93,Ouest
Imprimante,9,706.02,Nord
Scanner,8,191.54,Nord
Scanner,3,1142.21,Est
Scanner,4,525.15,Sud
Clavier,7,572.02,Est
Scanner,2,361.13,Nord
Clavier,6,1216.19,Nord
Clavier,9,282.03,Est
Imprimante,9,366.42,Ouest
Ordinateur,6,639.69,Est
Clavier,6,265.79,Sud
Téléphone,6,213.56,Centre
Scanner,6,806.45,Sud
Téléphone,3,1432.66,Sud
Scanner,4,1212.58,Centre
Imprimante,6,306.81,Centre
Clavier,1,902.02,Centre
Ordinateur,1,1200.66,Sud
Clavier,7,260.16,Est
Scanner,1,168.78,Sud
Ordinateur,5,1342.1,Est
Clavier,8,405.31,Est
Ordinateur,6,771.92,Est
Scanner,3,352.68,Ouest
Imprimante,2,119.1,Nord
Imprimante,2,794.16,Nord
Clavier,4,680.87,Ouest
Téléphone,9,1103.4,Ouest
Scanner,9,1293.25,Ouest
Clavier,1,255.36,Centre
Clavier,5,298.89,Nord
Imprimante,9,1427.87,Sud
Ordinateur,4,656.03,Est
Scanner,7,1431.42,Ouest
Ordinateur,6,540.72,Nord
Scanner,4,554.16,Ouest
Téléphone,7,1075.13,Sud
Imprimante,7,190.6,Sud
Téléphone,2,648.8,Est
Clavier,7,601.7,Est
Imprimante,9,101.24,Centre
Clavier,6,503.3,Ouest
Téléphone,6,627.84,Est
Scanner,6,134.09,Centre
Clavier,2,79.2,Est
Ordinateur,6,919.8,Nord
Scanner,6,348.47,Est
Scanner,9,575.73,Nord
Téléphone,2,166.09,Centre
Téléphone,9,196.3,Centre
Imprimante,5,273.94,Est
Imprimante,9,93.23,Nord
Ordinateur,2,1155.46,Centre
Scanner,5,1363.93,Nord
Ordinateur,2,807.11,Centre
Ordinateur,5,1233.82,Sud
Téléphone,7,246.55,Ouest
Ordinateur,7,701.45,Centre
Ordinateur,7,257.34,Ouest
Clavier,5,1493.17,Centre
Imprimante,7,134.29,Ouest
Imprimante,6,693.79,Sud
Scanner,7,212.76,Est
Imprimante,5,149.56,Est
Scanner,2,1115.72,Centre
Clavier,9,166.19,Est
Imprimante,2,84.73,Centre
Clavier,3,1426.99,Centre
Imprimante,9,317.91,Est
Imprimante,2,1274.43,Nord
Clavier,8,1431.82,Est
Ordinateur,3,1140.36,Centre
Ordinateur,6,200.53,Ouest
Ordinateur,9,297.19,Centre
Ordinateur,3,309.74,Ouest
Imprimante,9,998.22,Ouest
Téléphone,7,310.37,Nord
Clavier,5,93.47,Est
Téléphone,8,714.91,Est
Téléphone,6,904.16,Sud
Scanner,7,717.59,Ouest
Ordinateur,3,759.26,Ouest
Imprimante,6,712.4,Nord
Ordinateur,3,434.88,Nord
Ordinateur,7,1436.05,Est
Téléphone,6,1265.22,Est
Scanner,8,518.14,Ouest
Ordinateur,8,107.53,Sud
Clavier,6,1294.1,Nord
Clavier,2,1126.23,Centre
Ordinateur,6,167.81,Nord
Téléphone,1,1062.12,Centre
Téléphone,6,706.29,Centre
Imprimante,6,239.01,Est
Scanner,6,1100.84,Centre
Téléphone,9,565.77,Sud
Imprimante,4,1370.14,Est
Clavier,7,112.19,Est
Clavier,3,1409.12,Centre
Clavier,8,177.57,Ouest
Ordinateur,2,102.42,Sud
Scanner,2,893.6,Est
Imprimante,5,935.31,Centre
Scanner,1,336.59,Ouest
Ordinateur,1,1320.18,Nord
Imprimante,3,1212.94,Ouest
Imprimante,6,459.74,Nord
Téléphone,6,692.46,Est
Scanner,8,1185.81,Ouest
Scanner,7,1258.37,Sud
Téléphone,1,1204.59,Centre
Clavier,1,438.49,Centre
Ordinateur,4,1159.71,Nord
Scanner,1,967.27,Centre
Téléphone,1,813.04,Est
Imprimante,1,1447.2,Est
Téléphone,3,917.15,Sud
Clavier,2,1309.67,Nord
Ordinateur,8,1140.89,Sud
Clavier,7,115.37,Nord
Imprimante,8,437.05,Ouest
Imprimante,4,933.28,Sud
Imprimante,9,685.53,Sud
Imprimante,5,1435.47,Ouest
Téléphone,7,896.25,Sud
Imprimante,4,1397.17,Ouest
Imprimante,1,348.54,Est
Téléphone,8,1351.75,Sud
Imprimante,9,828.86,Ouest
Clavier,9,360.41,Ouest
Clavier,8,615.83,Sud
Scanner,1,1454.8,Sud
Clavier,3,1441.24,Centre
Ordinateur,5,81.87,Nord
Ordinateur,7,495.74,Centre
Ordinateur,8,1354.04,Nord
Téléphone,1,97.15,Nord
Clavier,5,1437.56,Ouest
Ordinateur,3,612.57,Centre
Scanner,7,216.47,Sud
Téléphone,6,486.66,Sud
Scanner,1,1221.84,Centre
Clavier,2,1497.74,Est
Imprimante,5,244.02,Nord
Scanner,5,974.47,Ouest
Imprimante,1,1391.7,Est
Téléphone,4,1354.58,Ouest
Scanner,9,605.87,Est
Scanner,9,1305.37,Ouest
Téléphone,5,327.8,Centre
Téléphone,7,966.58,Sud
Ordinateur,2,917.1,Sud
Clavier,1,1185.18,Ouest
Scanner,2,382.04,Nord
Scanner,4,961.83,Est
Téléphone,6,935.12,Ouest
Téléphone,3,172.12,Est
Clavier,2,529.36,Est
Téléphone,7,350.79,Ouest
Imprimante,8,1499.41,Nord
Imprimante,9,1486.37,Nord
Imprimante,8,416.03,Sud
Imprimante,2,1222.36,Nord
Clavier,3,1233.87,Nord
Scanner,1,1407.06,Nord
Imprimante,1,237.3,Sud
Téléphone,6,1018.01,Centre
Imprimante,3,348.53,Ouest
Clavier,4,1003.61,Ouest
Téléphone,8,1314.66,Centre
Imprimante,5,167.8,Ouest
Scanner,6,973.64,Nord
Téléphone,9,829.53,Nord
Téléphone,2,304.62,Ouest
Scanner,3,394.46,Ouest
Téléphone,5,804.73,Nord
Imprimante,2,1297.71,Centre
Téléphone,8,1029.01,Centre
Imprimante,2,89.8,Centre
Scanner,4,232.98,Ouest
Ordinateur,3,1329.86,Est
Scanner,4,996.32,Ouest
Imprimante,4,76.19,Ouest
Clavier,6,914.41,Sud
Scanner,9,294.44,Sud
Clavier,3,1383.89,Nord
Clavier,1,227.51,Centre
Imprimante,8,161.61,Ouest
Imprimante,7,984.97,Centre
Ordinateur,2,1199.48,Nord
Téléphone,5,447.03,Sud
Scanner,4,486.94,Nord
Imprimante,9,567.34,Est
Scanner,4,1160.42,Est
Clavier,5,429.89,Centre
Téléphone,8,177.82,Centre
Ordinateur,3,498.3,Est
Scanner,6,1450.75,Est
Téléphone,6,680.08,Centre
Ordinateur,7,861.97,Est
Scanner,9,1155.34,Nord
Téléphone,3,859.87,Centre
Imprimante,5,1002.43,Centre
Scanner,5,1326.51,Est
Téléphone,5,590.79,Est
Ordinateur,6,211.64,Sud
Téléphone,1,186.97,Sud
Imprimante,9,1184.84,Nord
Scanner,3,999.64,Ouest
Scanner,6,871.39,Est
Scanner,4,1398.5,Sud
Imprimante,7,958.92,Ouest
Ordinateur,8,119.14,Nord
Scanner,4,729.55,Est
Ordinateur,6,361.59,Centre
Téléphone,7,950.89,Est
Ordinateur,7,322.15,Centre
Ordinateur,9,985.23,Sud
Scanner,8,1330.83,Est
Clavier,3,161.89,Centre
Clavier,4,425.51,Ouest
Imprimante,9,1026.57,Est
Imprimante,7,1081.26,Est
Clavier,7,900.86,Centre
Téléphone,1,251.69,Centre
Scanner,2,401.82,Ouest
Scanner,1,1365.66,Ouest
Téléphone,4,1237.89,Centre
Téléphone,4,1427.53,Nord
Clavier,5,643.16,Ouest
Imprimante,5,687.36,Est
Téléphone,1,425.35,Ouest
Imprimante,7,810.57,Ouest
Ordinateur,6,1253.28,Sud
Scanner,8,409.14,Centre
Clavier,4,253.92,Sud
Scanner,1,1138.27,Est
Clavier,3,1055.43,Centre
Ordinateur,9,1252.37,Centre
Scanner,7,1139.73,Est
Ordinateur,2,657.98,Centre
Clavier,3,277.35,Nord
Téléphone,2,1086.06,Centre
Scanner,4,1323.68,Est
Ordinateur,2,271.57,Nord
Scanner,4,802.06,Ouest
Scanner,7,526.85,Centre
Scanner,8,803.22,Sud
Imprimante,6,95.42,Est
Ordinateur,9,562.61,Est
Ordinateur,6,752.13,Centre
Scanner,3,268.76,Nord
Téléphone,1,640.86,Centre
Scanner,9,305.23,Sud
Imprimante,3,362.7,Centre
Clavier,1,1467.61,Ouest
Imprimante,2,922.62,Sud
Téléphone,3,614.65,Centre
Scanner,8,805.85,Sud
Ordinateur,8,605.45,Ouest
Scanner,2,922.66,Sud
Téléphone,6,50.7,Centre
Ordinateur,2,392.38,Est
Imprimante,7,1483.93,Sud
Clavier,3,212.9,Nord
Clavier,8,164.45,Est
Scanner,3,765.09,Sud
Imprimante,6,471.7,Est
Téléphone,1,823.99,Ouest
Clavier,8,1443.05,Est
Imprimante,7,232.94,Nord
Scanner,1,687.96,Centre
Ordinateur,7,1150.28,Sud
Scanner,5,283.07,Est
Scanner,2,1082.55,Nord
Imprimante,1,630.29,Sud
Clavier,2,950.17,Sud
Imprimante,6,812.14,Est
Ordinateur,2,703.31,Sud
Imprimante,6,744.6,Ouest
Téléphone,8,263.51,Centre
Scanner,8,679.57,Sud
Clavier,6,1141.96,Ouest
Ordinateur,5,1350.14,Est
Scanner,4,958.69,Est
Imprimante,6,1249.59,Sud
Téléphone,5,785.96,Est
Imprimante,4,363.44,Ouest
Scanner,6,1099.73,Ouest
Ordinateur,9,1067.68,Nord
Clavier,9,60.54,Ouest
Scanner,8,745.26,Est
Ordinateur,1,1408.28,Nord
Scanner,9,1477.32,Ouest
Téléphone,5,712.54,Nord
Imprimante,3,1096.59,Centre
Clavier,8,75.58,Est
Ordinateur,8,438.72,Sud
Clavier,9,1096.56,Centre
Clavier,2,996.84,Sud
Clavier,4,1007.82,Ouest
Ordinateur,2,1059.92,Ouest
Ordinateur,6,672.55,Est
Clavier,1,1409.95,Centre
Imprimante,3,580.91,Sud
Scanner,2,1358.03,Centre
Clavier,7,137.43,Centre
Téléphone,8,1281.33,Ouest
Clavier,2,489.76,Est
Ordinateur,9,1006.65,Est
Scanner,1,129.72,Centre
Téléphone,2,166.07,Est
Scanner,3,132.64,Centre
Scanner,2,753.1,Ouest
Téléphone,1,653.48,Sud
Clavier,8,512.77,Est
Clavier,1,696.64,Sud
Clavier,5,504.69,Sud
Imprimante,6,1313.65,Ouest
Clavier,7,866.06,Nord
Téléphone,3,499.82,Nord
Imprimante,7,709.3,Est
Clavier,8,1307.37,Ouest
Imprimante,3,643.23,Centre
Téléphone,5,669.4,Ouest
